pointsbanktransactiontype,currentsourcecode,Source Hotel,hotelcode,Destination Hotel,Distinct count of confirmationnumber,bookingvalueusd
Paid Reservation,LHWCOM,LHWCOM,LW0727,Althoff Hotel am Schlossgarten,553,201437.48
Paid Reservation,LHWCOM,LHWCOM,LW0729,Althoff Seehotel Ueberfahrt,807,1137892.73
Paid Reservation,LHWCOM,LHWCOM,LW7041,Alvear Art Hotel,4,2370
Paid Reservation,LHWCOM,LHWCOM,LW7067,Alvear Icon Hotel & Residences,111,81557
Paid Reservation,LHWCOM,LHWCOM,LW7010,Alvear Palace Hotel,350,508468.52
Paid Reservation,LHWCOM,LHWCOM,LW0850,Amathus Beach Hotel Limassol,309,505424.3
Paid Reservation,LHWCOM,LHWCOM,LW2772,Ambiente A Landscape Hotel,9,18701.2
Paid Reservation,LHWCOM,LHWCOM,LW9504,Anantara New York Palace Budapest,183,151814.83
Paid Reservation,LHWCOM,LHWCOM,LW2212,Anantara Palazzo Naiadi Rome,216,519563.04
Paid Reservation,LHWCOM,LHWCOM,LW0665,Anantara Plaza Nice Hotel,89,242473.46
Paid Reservation,LHWCOM,LHWCOM,LW0556,Anantara The Marker Dublin Hotel,472,360153.3
Paid Reservation,LHWCOM,LHWCOM,LW1426,Anantara Villa Padierna Palace,179,455573.9
Paid Reservation,LHWCOM,LHWCOM,LW3155,"Ananti Resort, Residences & Beach Club",26,56783.4
Paid Reservation,LHWCOM,LHWCOM,LW0852,Anassa,161,614573.23
Paid Reservation,LHWCOM,LHWCOM,LW0823,Antigon Urban Chic Hotel,101,35687.74
Paid Reservation,LHWCOM,LHWCOM,LW7042,Arakur Ushuaia Resort & Spa,76,94545.56
Paid Reservation,LHWCOM,LHWCOM,LW2210,ARIA Retreat & SPA,118,330643.44
Paid Reservation,LHWCOM,LHWCOM,LW0659,"Armancette Hotel, Chalets & Spa",100,214231.44
Paid Reservation,LHWCOM,LHWCOM,LW0554,Ashford Castle,97,179389.9
Paid Reservation,LHWCOM,LHWCOM,LW1436,Asia Gardens Hotel & Thai Spa,448,822475.3
Paid Reservation,LHWCOM,LHWCOM,LW1910,Aurora Anguilla Resort & Golf Club,29,159013.36
Paid Reservation,LHWCOM,LHWCOM,LW2016,AZUR Legacy Collection Hotel,18,13487.44
Paid Reservation,LHWCOM,LHWCOM,LW1613,Badrutt's Palace Hotel,358,1364725.37
Paid Reservation,LHWCOM,LHWCOM,LW2133,Baglioni Hotel Carlton,276,246737.23
Paid Reservation,LHWCOM,LHWCOM,LW0428,Baglioni Hotel London,433,610942.81
Paid Reservation,LHWCOM,LHWCOM,LW2148,Baglioni Hotel Luna,456,937233.14
Paid Reservation,LHWCOM,LHWCOM,LW2179,Baglioni Hotel Regina,535,834425.48
Paid Reservation,LHWCOM,LHWCOM,LW2853,Baglioni Resort Maldives,37,377595.88
Paid Reservation,LHWCOM,LHWCOM,LW2198,Baglioni Resort Sardinia,111,578254.22
Paid Reservation,LHWCOM,LHWCOM,LW2169,Bagni di Pisa Palace and Thermal Spa,336,277987.83
Paid Reservation,LHWCOM,LHWCOM,LW1422,Bahia del Duque,641,1966401.05
Paid Reservation,LHWCOM,LHWCOM,LW1311,Bairro Alto Hotel,478,677969.75
Paid Reservation,LHWCOM,LHWCOM,LW3504,Barvikha Hotel & Spa,60,45147.34
Paid Reservation,LHWCOM,LHWCOM,LW2751,"Battery Wharf Hotel, Boston Waterfront",526,318539.97
Paid Reservation,LHWCOM,LHWCOM,LW2107,Bauer Palazzo,717,996033.32
Paid Reservation,LHWCOM,LHWCOM,LW1626,Baur au Lac,1679,3172406.81
Paid Reservation,LHWCOM,LHWCOM,LW0707,Bayerischer Hof,2629,2422923.21
Paid Reservation,LHWCOM,LHWCOM,LW1608,Beau-Rivage Palace,1082,1885321.33
Paid Reservation,LHWCOM,LHWCOM,LW1642,"Beau-Rivage, Geneve",506,756192.45
Paid Reservation,LHWCOM,LHWCOM,LW2859,Bellagio Shanghai,549,342000.59
Paid Reservation,LHWCOM,LHWCOM,LW1755,Bellagio Towers,181,192536.73
Paid Reservation,LHWCOM,LHWCOM,LW1603,Bellevue Palace Bern,562,476446.56
Paid Reservation,LHWCOM,LHWCOM,LW0819,Belvedere Hotel,77,212317.21
Paid Reservation,LHWCOM,LHWCOM,LW0817,Bill & Coo Mykonos,116,585525.77
Paid Reservation,LHWCOM,LHWCOM,LW1447,BLESS Hotel Madrid,429,487616.27
Paid Reservation,LHWCOM,LHWCOM,LW1448,BLESS Ibiza,247,705440.19
Paid Reservation,LHWCOM,LHWCOM,LW3108,Bodrum Loft,22,53353.32
Paid Reservation,LHWCOM,LHWCOM,LW2174,Borgo Egnazia,215,1035789.19
Paid Reservation,LHWCOM,LHWCOM,LW2208,Borgo Santo Pietro,63,311222.98
Paid Reservation,LHWCOM,LHWCOM,LW2221,Botania Relais & Spa,31,58481.39
Paid Reservation,LHWCOM,LHWCOM,LW0205,Botanic Sanctuary Antwerp,929,699759.24
Paid Reservation,LHWCOM,LHWCOM,LW0701,"Brenners Park-Hotel & Spa, Oetker Collection",474,663926.91
Paid Reservation,LHWCOM,LHWCOM,LW1203,Britannia Hotel,528,326085.02
Paid Reservation,LHWCOM,LHWCOM,LW0427,"Brown's Hotel, a Rocco Forte Hotel",364,950500.84
Paid Reservation,LHWCOM,LHWCOM,LW1630,Bürgenstock Hotel & Alpine Spa,612,1925874.9
Paid Reservation,LHWCOM,LHWCOM,LW2190,Cala del Porto Resort,104,348691.77
Paid Reservation,LHWCOM,LHWCOM,LW1443,Camiral Golf & Wellness,149,116431.29
Paid Reservation,LHWCOM,LHWCOM,LW1908,Canouan Estates,4,55725
Paid Reservation,LHWCOM,LHWCOM,LW1450,Cap Vermell Grand Hotel,177,557874.56
Paid Reservation,LHWCOM,LHWCOM,LW6055,Cape Grace,87,223921.5
Paid Reservation,LHWCOM,LHWCOM,LW2865,Capella Bangkok,145,299381.16
Paid Reservation,LHWCOM,LHWCOM,LW2818,"Capella Hotel, Singapore",173,353121.6
Paid Reservation,LHWCOM,LHWCOM,LW2847,"Capella Shanghai, Jian Ye Li",147,128011.37
Paid Reservation,LHWCOM,LHWCOM,LW2861,"Capella Ubud, Bali",74,210655.87
Paid Reservation,LHWCOM,LHWCOM,LW2150,Capri Palace,108,513061.04
Paid Reservation,LHWCOM,LHWCOM,LW2201,Capri Tiberio Palace,110,438566.34
Paid Reservation,LHWCOM,LHWCOM,LW2743,Carillon Miami Wellness Resort,448,1149569.47
Paid Reservation,LHWCOM,LHWCOM,LW1920,Carlisle Bay,75,463088.69
Paid Reservation,LHWCOM,LHWCOM,LW1641,Carlton Hotel St. Moritz,75,462843.65
Paid Reservation,LHWCOM,LHWCOM,LW2214,Casa Angelina,63,350546.32
Paid Reservation,LHWCOM,LHWCOM,LW2215,Casa Baglioni,79,205469.23
Paid Reservation,LHWCOM,LHWCOM,LW7547,Casa Chablé,1,1382
Paid Reservation,LHWCOM,LHWCOM,LW1930,Casa de Campo Resort & Villas,107,204945.9
Paid Reservation,LHWCOM,LHWCOM,LW7544,Casa Polanco,34,60561.98
Paid Reservation,LHWCOM,LHWCOM,LW0644,Casadelmar Hotel,49,214840.56
Paid Reservation,LHWCOM,LHWCOM,LW2176,Castel Monastero,186,317765.98
Paid Reservation,LHWCOM,LHWCOM,LW1437,Castell Son Claret,230,669863.1
Paid Reservation,LHWCOM,LHWCOM,LW2202,Castello di Velona,126,317141.57
Paid Reservation,LHWCOM,LHWCOM,LW7080,Cayena - Caracas,49,79475
Paid Reservation,LHWCOM,LHWCOM,LW7537,Chable Maroma,117,378158.83
Paid Reservation,LHWCOM,LHWCOM,LW7538,Chable Yucatan,51,145509.75
Paid Reservation,LHWCOM,LHWCOM,LW1640,Chalet RoyAlp Hotel & Spa,304,620642.41
Paid Reservation,LHWCOM,LHWCOM,LW0627,Chateau de la Messardiere,128,706708.35
Paid Reservation,LHWCOM,LHWCOM,LW0653,"Chateau Saint-Martin & Spa, Oetker Collection",83,286010.84
Paid Reservation,LHWCOM,LHWCOM,LW1722,Chatham Bars Inn,125,259710.09
Paid Reservation,LHWCOM,LHWCOM,LW3100,Ciragan Palace Hotel Kempinski Istanbul,383,710339.73
Paid Reservation,LHWCOM,LHWCOM,LW0722,Colombi Hotel,794,474197.4
Paid Reservation,LHWCOM,LHWCOM,LW2163,COMO Castello Del Nero,37,69162.31
Paid Reservation,LHWCOM,LHWCOM,LW0901,Conservatorium Hotel,245,346329.85
Paid Reservation,LHWCOM,LHWCOM,LW2843,Constance Halaveli Maldives,47,395908.25
Paid Reservation,LHWCOM,LHWCOM,LW6032,"Constance Lemuria, Seychelles",51,352531.59
Paid Reservation,LHWCOM,LHWCOM,LW6026,Constance Prince Maurice,68,358746.46
Paid Reservation,LHWCOM,LHWCOM,LW7016,Country Club Lima Hotel,148,97860.73
Paid Reservation,LHWCOM,LHWCOM,LW3105,D Maris Bay,72,383451.53
Paid Reservation,LHWCOM,LHWCOM,LW0301,d'Angleterre,1349,2498793.76
Paid Reservation,LHWCOM,LHWCOM,LW5001,Dan Tel Aviv,67,92922.58
Paid Reservation,LHWCOM,LHWCOM,LW0807,Danai Beach Resort & Villas,78,353090.91
Paid Reservation,LHWCOM,LHWCOM,LW0667,DIAMOND ROCK,17,64391.99
Paid Reservation,LHWCOM,LHWCOM,LW0803,Divani Apollon Palace & Thalasso,67,55933.33
Paid Reservation,LHWCOM,LHWCOM,LW0812,Divani Caravel,174,98240.81
Paid Reservation,LHWCOM,LHWCOM,LW2120,Due Torri Hotel,813,723097.68
Paid Reservation,LHWCOM,LHWCOM,LW1401,"El Palace, Barcelona",544,731700.7
Paid Reservation,LHWCOM,LHWCOM,LW0805,Elounda Bay Palace,95,239421.82
Paid Reservation,LHWCOM,LHWCOM,LW0802,Elounda Beach Hotel & Villas,125,706901.37
Paid Reservation,LHWCOM,LHWCOM,LW2876,Emerald Faarufushi Resort & Spa,9,80594.71
Paid Reservation,LHWCOM,LHWCOM,LW2860,Emerald Maldives Resort & Spa,34,292886.19
Paid Reservation,LHWCOM,LHWCOM,LW6078,Emerald Zanzibar Resort & Spa,51,169110.27
Paid Reservation,LHWCOM,LHWCOM,LW1446,Es Princep,652,787662.37
Paid Reservation,LHWCOM,LHWCOM,LW2770,"Espacio, The Jewel of Waikiki",7,71550
Paid Reservation,LHWCOM,LHWCOM,LW0703,Excelsior Hotel Ernst,1737,995157.29
Paid Reservation,LHWCOM,LHWCOM,LW7032,Faena Hotel Buenos Aires,59,59709.87
Paid Reservation,LHWCOM,LHWCOM,LW2736,Faena Hotel Miami Beach,107,216180.83
Paid Reservation,LHWCOM,LHWCOM,LW0705,Fairmont Hotel Vier Jahreszeiten,643,390834.82
Paid Reservation,LHWCOM,LHWCOM,LW1631,Fairmont Le Montreux Palace,17,10588.59
Paid Reservation,LHWCOM,LHWCOM,LW6016,Fairmont Royal Palm Marrakech,43,96172.28
Paid Reservation,LHWCOM,LHWCOM,LW2222,Falkensteiner Hotel Kronplatz,19,34509.39
Paid Reservation,LHWCOM,LHWCOM,LW0119,Falkensteiner Hotel Montafon,24,52132.47
Paid Reservation,LHWCOM,LHWCOM,LW0116,Falkensteiner Schlosshotel Velden,290,436778.49
Paid Reservation,LHWCOM,LHWCOM,LW2872,Fauchon Hotel Kyoto,145,145501.19
Paid Reservation,LHWCOM,LHWCOM,LW0651,Fauchon L'Hotel - Paris,1174,2133499.88
Paid Reservation,LHWCOM,LHWCOM,LW1703,Fisher Island Hotel and Resort,23,51931.25
Paid Reservation,LHWCOM,LHWCOM,LW2155,Fonteverde,328,475501.64
Paid Reservation,LHWCOM,LHWCOM,LW1924,Grace Bay Club,123,728879.89
Paid Reservation,LHWCOM,LHWCOM,LW1445,Gran Hotel Ingles,374,525875.16
Paid Reservation,LHWCOM,LHWCOM,LW1427,Gran Hotel La Florida,332,213391.88
Paid Reservation,LHWCOM,LHWCOM,LW1441,Gran Hotel Miramar 5*GL,1108,1330321.65
Paid Reservation,LHWCOM,LHWCOM,LW2183,Grand Hotel Billia,62,38589.22
Paid Reservation,LHWCOM,LHWCOM,LW2153,Grand Hotel Continental Siena - STARHOTELS Collezione,213,217421.13
Paid Reservation,LHWCOM,LHWCOM,LW2114,Grand Hotel et de Milan,771,1153924.73
Paid Reservation,LHWCOM,LHWCOM,LW2126,Grand Hotel Excelsior Vittoria,291,955972.98
Paid Reservation,LHWCOM,LHWCOM,LW2205,Grand Hotel Fasano,564,1117137.54
Paid Reservation,LHWCOM,LHWCOM,LW0737,Grand Hotel Heiligendamm,624,1118464.81
Paid Reservation,LHWCOM,LHWCOM,LW1602,Grand Hotel Les Trois Rois,725,898710.31
Paid Reservation,LHWCOM,LHWCOM,LW2138,"Grand Hotel Majestic ""già Baglioni""",752,872581.9
Paid Reservation,LHWCOM,LHWCOM,LW2108,Grand Hotel Miramare,582,1213876.89
Paid Reservation,LHWCOM,LHWCOM,LW2213,Grand Hotel Principe di Piemonte,149,455966.22
Paid Reservation,LHWCOM,LHWCOM,LW2136,Grand Hotel Quisisana,226,872642.53
Paid Reservation,LHWCOM,LHWCOM,LW1502,Grand Hotel Stockholm,2708,2923852.82
Paid Reservation,LHWCOM,LHWCOM,LW2146,Grand Hotel Vesuvio,724,875492.16
Paid Reservation,LHWCOM,LHWCOM,LW0111,Grand Hotel Wien,567,506796.73
Paid Reservation,LHWCOM,LHWCOM,LW3650,Grand Palace Hotel,330,132690.6
Paid Reservation,LHWCOM,LHWCOM,LW3149,Grand Park Hotel Rovinj,159,443857.28
Paid Reservation,LHWCOM,LHWCOM,LW7533,Grand Residences by Royal Resorts,8,16538.17
Paid Reservation,LHWCOM,LHWCOM,LW1601,Grand Resort Bad Ragaz,1332,3008274.25
Paid Reservation,LHWCOM,LHWCOM,LW0804,Grand Resort Lagonissi,180,450867.92
Paid Reservation,LHWCOM,LHWCOM,LW1313,Grande Real Villa Italia,373,388661.23
Paid Reservation,LHWCOM,LHWCOM,LW0720,Grandhotel Hessischer Hof,328,142640.17
Paid Reservation,LHWCOM,LHWCOM,LW1606,Gstaad Palace,317,1628763.13
Paid Reservation,LHWCOM,LHWCOM,LW1646,Guarda Golf Hotel & Residences,82,192605.16
Paid Reservation,LHWCOM,LHWCOM,LW1752,Halekulani,780,2420416.53
Paid Reservation,LHWCOM,LHWCOM,LW2867,Halekulani Okinawa,900,997977.19
Paid Reservation,LHWCOM,LHWCOM,LW2760,Hall Arts Hotel,12,11575.3
Paid Reservation,LHWCOM,LHWCOM,LW2103,Hassler Roma,619,1825385.94
Paid Reservation,LHWCOM,LHWCOM,LW2168,Helvetia & Bristol Firenze - Starhotels Collezione,416,803998.78
Paid Reservation,LHWCOM,LHWCOM,LW1406,Hostal de la Gavina,246,445213.11
Paid Reservation,LHWCOM,LHWCOM,LW9515,Hotel Adlon Kempinski Berlin,1082,1122166.73
Paid Reservation,LHWCOM,LHWCOM,LW0203,"Hotel Amigo, a Rocco Forte Hotel",731,642538.95
Paid Reservation,LHWCOM,LHWCOM,LW0635,Hôtel Barrière Fouquet's Paris,414,1142217.49
Paid Reservation,LHWCOM,LHWCOM,LW0611,Hôtel Barrière Le Grand Hôtel Dinard,173,266471.99
Paid Reservation,LHWCOM,LHWCOM,LW0614,Hôtel Barrière Le Majestic Cannes,688,1475637.42
Paid Reservation,LHWCOM,LHWCOM,LW0622,Hôtel Barrière Le Royal,273,374993.89
Paid Reservation,LHWCOM,LHWCOM,LW0647,Hotel Barriere Les Neiges,32,414827.91
Paid Reservation,LHWCOM,LHWCOM,LW1417,Hotel Botanico & The Oriental Spa Garden,138,210563.67
Paid Reservation,LHWCOM,LHWCOM,LW0613,Hotel Byblos,228,953759.45
Paid Reservation,LHWCOM,LHWCOM,LW0433,Hotel Cafe Royal,514,897151.35
Paid Reservation,LHWCOM,LHWCOM,LW7536,Hotel Cartesiano,2,1760
Paid Reservation,LHWCOM,LHWCOM,LW1730,Hotel Casa del Mar,47,86457.85
Paid Reservation,LHWCOM,LHWCOM,LW1430,Hotel Casa Fuster,835,711923.83
Paid Reservation,LHWCOM,LHWCOM,LW7064,Hotel Casa San Agustin,120,184679.08
Paid Reservation,LHWCOM,LHWCOM,LW7062,Hotel Charleston Santa Teresa,9,7695.88
Paid Reservation,LHWCOM,LHWCOM,LW0664,Hotel Château du Grand-Lucé,57,98697.44
Paid Reservation,LHWCOM,LHWCOM,LW1435,"Hotel Colón, a Gran Melia Hotel",339,382285.5
Paid Reservation,LHWCOM,LHWCOM,LW1202,Hotel Continental,1470,1116869.61
Paid Reservation,LHWCOM,LHWCOM,LW1645,Hotel d'Angleterre,228,256268.81
Paid Reservation,LHWCOM,LHWCOM,LW0903,Hotel De L'Europe Amsterdam,596,1062945.78
Paid Reservation,LHWCOM,LHWCOM,LW1444,"Hotel De Mar, a Gran Melia Hotel",199,497556.64
Paid Reservation,LHWCOM,LHWCOM,LW0660,Hotel de Paris Monte-Carlo,894,2600298.92
Paid Reservation,LHWCOM,LHWCOM,LW0736,"Hotel de Rome, a Rocco Forte Hotel",823,763604.19
Paid Reservation,LHWCOM,LHWCOM,LW0905,Hotel des Indes,729,361918.74
Paid Reservation,LHWCOM,LHWCOM,LW1635,Hotel des Trois Couronnes,1062,902884.59
Paid Reservation,LHWCOM,LHWCOM,LW0610,Hotel du Palais,5,7459.68
Paid Reservation,LHWCOM,LHWCOM,LW1619,"Hotel Eden Roc, Ascona",685,1584033.03
Paid Reservation,LHWCOM,LHWCOM,LW7044,Hotel Emiliano Rio de Janeiro,95,112435.01
Paid Reservation,LHWCOM,LHWCOM,LW7019,Hotel Emiliano Sao Paulo,92,76253.61
Paid Reservation,LHWCOM,LHWCOM,LW7047,Hotel Fasano Angra dos Reis,77,114438.23
Paid Reservation,LHWCOM,LHWCOM,LW7048,Hotel Fasano Belo Horizonte,122,86621.13
Paid Reservation,LHWCOM,LHWCOM,LW7039,Hotel Fasano Boa Vista,82,92733.73
Paid Reservation,LHWCOM,LHWCOM,LW7036,Hotel Fasano Punta del Este,49,89629.72
Paid Reservation,LHWCOM,LHWCOM,LW7035,Hotel Fasano Rio de Janeiro,384,665860.95
Paid Reservation,LHWCOM,LHWCOM,LW7049,Hotel Fasano Salvador,116,100861.38
Paid Reservation,LHWCOM,LHWCOM,LW7052,Hotel Fasano São Paulo Itaim,71,107691.39
Paid Reservation,LHWCOM,LHWCOM,LW7026,Hotel Fasano São Paulo Jardins,257,345464.22
Paid Reservation,LHWCOM,LHWCOM,LW1424,"Hotel Fenix, a Gran Melia Hotel",966,922097.54
Paid Reservation,LHWCOM,LHWCOM,LW2757,Hotel Figueroa,117,82898.76
Paid Reservation,LHWCOM,LHWCOM,LW2749,Hotel Granduca Austin,167,103127.9
Paid Reservation,LHWCOM,LHWCOM,LW2721,Hotel Granduca Houston,340,382319.55
Paid Reservation,LHWCOM,LHWCOM,LW0661,Hotel Hermitage Monte-Carlo,874,1566362.21
Paid Reservation,LHWCOM,LHWCOM,LW2181,Hotel Il Pellicano,191,657677.2
Paid Reservation,LHWCOM,LHWCOM,LW0351,Hotel Kämp,1117,890290.12
Paid Reservation,LHWCOM,LHWCOM,LW0733,Hotel Koenigshof,98,92360.66
Paid Reservation,LHWCOM,LHWCOM,LW2152,Hotel La Perla,200,504189.93
Paid Reservation,LHWCOM,LHWCOM,LW0641,Hotel La Residence de la Pinede,1,8031.71
Paid Reservation,LHWCOM,LHWCOM,LW0615,Hotel Lancaster,338,387270.33
Paid Reservation,LHWCOM,LHWCOM,LW1431,Hotel Las Arenas,739,839508.88
Paid Reservation,LHWCOM,LHWCOM,LW7068,Hotel Las Islas,177,226798.99
Paid Reservation,LHWCOM,LHWCOM,LW0648,Hotel Le K2 Altitude,19,208917.24
Paid Reservation,LHWCOM,LHWCOM,LW0639,Hotel Le K2 Palace,20,614760.71
Paid Reservation,LHWCOM,LHWCOM,LW2011,Hotel Le St-James,60,51529.89
Paid Reservation,LHWCOM,LHWCOM,LW0732,Hotel Louis C. Jacob,233,120013
Paid Reservation,LHWCOM,LHWCOM,LW0650,Hotel Lutetia,181,400564.31
Paid Reservation,LHWCOM,LHWCOM,LW2111,Hotel Majestic Roma,189,175620.46
Paid Reservation,LHWCOM,LHWCOM,LW0662,Hotel Metropole Monte-Carlo,510,818901.85
Paid Reservation,LHWCOM,LHWCOM,LW3150,Hotel Monte Mulini,129,300640.3
Paid Reservation,LHWCOM,LHWCOM,LW7050,Hotel Montevideo,126,57988.43
Paid Reservation,LHWCOM,LHWCOM,LW0711,Hotel Nassauer Hof,1185,669631.42
Paid Reservation,LHWCOM,LHWCOM,LW0902,Hotel Okura Amsterdam,1454,1296575.3
Paid Reservation,LHWCOM,LHWCOM,LW0734,Hotel Palace Berlin,1759,803303.19
Paid Reservation,LHWCOM,LHWCOM,LW7046,"Hotel Palácio Tangará, Oetker Collection",284,177043.93
Paid Reservation,LHWCOM,LHWCOM,LW1760,Hotel Plaza Athénée,541,686796.46
Paid Reservation,LHWCOM,LHWCOM,LW1410,Hotel Puente Romano Beach Resort,468,1881741.95
Paid Reservation,LHWCOM,LHWCOM,LW1303,Hotel Quinta do Lago,248,682963.58
Paid Reservation,LHWCOM,LHWCOM,LW0616,Hotel Raphael Paris,556,667660.46
Paid Reservation,LHWCOM,LHWCOM,LW2194,Hotel Rosa Alpina,30,69400.3
Paid Reservation,LHWCOM,LHWCOM,LW0609,Hotel Royal - Evian Resort,765,1448683.45
Paid Reservation,LHWCOM,LHWCOM,LW0624,Hotel Royal-Riviera,636,1465893.37
Paid Reservation,LHWCOM,LHWCOM,LW0103,Hotel Sacher Salzburg,686,1082543.81
Paid Reservation,LHWCOM,LHWCOM,LW0108,Hotel Sacher Wien,971,1994501.42
Paid Reservation,LHWCOM,LHWCOM,LW2132,Hotel Santa Caterina,213,1023159.56
Paid Reservation,LHWCOM,LHWCOM,LW1624,Hotel Schweizerhof Bern & Spa,1060,735921.55
Paid Reservation,LHWCOM,LHWCOM,LW1611,Hotel Splendide Royal,823,762221.26
Paid Reservation,LHWCOM,LHWCOM,LW2218,Hotel Splendide Royal Roma,130,271625.89
Paid Reservation,LHWCOM,LHWCOM,LW2773,Hôtel Swexan,26,36010
Paid Reservation,LHWCOM,LHWCOM,LW0110,Hotel Weisses Rössl Kitzbühel,76,203136.86
Paid Reservation,LHWCOM,LHWCOM,LW2740,Hutton Hotel,273,192325
Paid Reservation,LHWCOM,LHWCOM,LW3157,Ikador Luxury Boutique Hotel & Spa,63,156675.76
Paid Reservation,LHWCOM,LHWCOM,LW2188,Il Sereno Lago di Como,144,814043.83
Paid Reservation,LHWCOM,LHWCOM,LW1822,"Imperial Hotel, Tokyo",913,841644.13
Paid Reservation,LHWCOM,LHWCOM,LW0115,Interalpen-Hotel Tyrol,301,496454.55
Paid Reservation,LHWCOM,LHWCOM,LW1878,Islamabad Serena Hotel,31,29235
Paid Reservation,LHWCOM,LHWCOM,LW2868,J Hotel Shanghai Tower,496,419479.86
Paid Reservation,LHWCOM,LHWCOM,LW2197,J.K. Place Capri,43,196181.96
Paid Reservation,LHWCOM,LHWCOM,LW2204,J.K. Place Paris,136,480524.76
Paid Reservation,LHWCOM,LHWCOM,LW2178,J.K. Place Roma,197,538774.78
Paid Reservation,LHWCOM,LHWCOM,LW4019,Jackalope,13,15651.28
Paid Reservation,LHWCOM,LHWCOM,LW1888,"Kanuhura, The Maldives",15,110744.55
Paid Reservation,LHWCOM,LHWCOM,LW0818,Katikies Chromata Santorini,75,262083.77
Paid Reservation,LHWCOM,LHWCOM,LW0824,Katikies Garden Santorini,113,270509.99
Paid Reservation,LHWCOM,LHWCOM,LW0820,Katikies Kirini Santorini,79,236176.5
Paid Reservation,LHWCOM,LHWCOM,LW0822,Katikies Mykonos,106,336491.81
Paid Reservation,LHWCOM,LHWCOM,LW0815,Katikies Santorini,147,544618.12
Paid Reservation,LHWCOM,LHWCOM,LW5002,King David Jerusalem,222,450074.37
Paid Reservation,LHWCOM,LHWCOM,LW9508,Kozmo Hotel Suites & Spa,296,183618.73
Paid Reservation,LHWCOM,LHWCOM,LW1614,Kulm Hotel St. Moritz,332,1239551.6
Paid Reservation,LHWCOM,LHWCOM,LW2143,L'Andana Resort,141,258221.82
Paid Reservation,LHWCOM,LHWCOM,LW2739,L'Horizon Resort and Spa,24,30287
Paid Reservation,LHWCOM,LHWCOM,LW0458,L’oscar London,62,94712.26
Paid Reservation,LHWCOM,LHWCOM,LW6072,La Badira,327,214994.52
Paid Reservation,LHWCOM,LHWCOM,LW1412,"La Bobadilla, A Royal Hideaway Hotel",178,231374.42
Paid Reservation,LHWCOM,LHWCOM,LW6271,La Cigale Hotel,14,6502.13
Paid Reservation,LHWCOM,LHWCOM,LW6003,La Mamounia,728,2039825.19
Paid Reservation,LHWCOM,LHWCOM,LW2182,La Posta Vecchia Hotel,128,149240.27
Paid Reservation,LHWCOM,LHWCOM,LW0618,"La Réserve de Beaulieu, Hôtel & Spa",253,957936.96
Paid Reservation,LHWCOM,LHWCOM,LW1648,La Réserve Eden au Lac Zurich,494,748501.77
Paid Reservation,LHWCOM,LHWCOM,LW1634,"La Reserve Geneve Hotel, Spa & Villa",679,966448.3
Paid Reservation,LHWCOM,LHWCOM,LW0645,La Reserve Paris Hotel and Spa,207,718685.91
Paid Reservation,LHWCOM,LHWCOM,LW0643,La Reserve Ramatuelle Hotel-Spa & Villas,37,299817.61
Paid Reservation,LHWCOM,LHWCOM,LW7072,Las Majadas,8,3264.61
Paid Reservation,LHWCOM,LHWCOM,LW2850,Laucala Island,6,160200
Paid Reservation,LHWCOM,LHWCOM,LW1622,Lausanne Palace,983,943655.13
Paid Reservation,LHWCOM,LHWCOM,LW0612,"Le Bristol Paris, Oetker Collection",247,699455
Paid Reservation,LHWCOM,LHWCOM,LW6251,Le Gray,43,50043
Paid Reservation,LHWCOM,LHWCOM,LW0663,Le K2 Chogori,14,30184.87
Paid Reservation,LHWCOM,LHWCOM,LW2203,"Le Massif Hotel & Lodge, Courmayeur",165,344678.58
Paid Reservation,LHWCOM,LHWCOM,LW1612,Le Mirador Resort and Spa,729,655313.73
Paid Reservation,LHWCOM,LHWCOM,LW2015,Le Mount Stephen,349,334489.76
Paid Reservation,LHWCOM,LHWCOM,LW0603,Le Negresco,930,1399773.05
Paid Reservation,LHWCOM,LHWCOM,LW6250,Le Royal Hotel Beirut,19,18766.62
Paid Reservation,LHWCOM,LHWCOM,LW0250,Le Royal Hotels & Resorts,1218,724238.86
Paid Reservation,LHWCOM,LHWCOM,LW1933,"Le Sereno Hotel, Villas & SPA",50,442495.01
Paid Reservation,LHWCOM,LHWCOM,LW2125,Le Sirenuse,260,1423773.41
Paid Reservation,LHWCOM,LHWCOM,LW1644,LeCrans,98,332101.1
Paid Reservation,LHWCOM,LHWCOM,LW0821,Lesante Blu Exclusive Beach Resort,258,1005265.89
