pointsbanktransactiontype,currentsourcecode,Source Hotel,hotelcode,Destination Hotel,Distinct count of confirmationnumber,bookingvalueusd
Paid Reservation,SBE2179,Baglioni Hotel Regina,LW0205,Botanic Sanctuary Antwerp,2,4129
Paid Reservation,SBE2184,Alpina Dolomites,LW0205,Botanic Sanctuary Antwerp,1,1096
Paid Reservation,SBE2824,Palace Hotel Tokyo,LW0205,Botanic Sanctuary Antwerp,2,2315
Paid Reservation,SBE7064,Hotel Casa San Agustin,LW0205,Botanic Sanctuary Antwerp,1,404
Paid Reservation,SBE9508,Kozmo Hotel Suites & Spa,LW0205,Botanic Sanctuary Antwerp,1,470
Paid Reservation,SBE0150,Sport Hotel Hermitage & Spa,LW0701,"Brenners Park-Hotel & Spa, Oetker Collection",1,394
Paid Reservation,SBE1620,Riffelalp Resort 2222m,LW0701,"Brenners Park-Hotel & Spa, Oetker Collection",2,1254
Paid Reservation,SBE2730,The Greenwich Hotel,LW0701,"Brenners Park-Hotel & Spa, Oetker Collection",1,951
Paid Reservation,SBE0301,d'Angleterre,LW1203,Britannia Hotel,1,372
Paid Reservation,SBE0850,Amathus Beach Hotel Limassol,LW1203,Britannia Hotel,1,816
Paid Reservation,SBE1202,Hotel Continental,LW1203,Britannia Hotel,4,3400
Paid Reservation,SBE1203,Britannia Hotel,LW1203,Britannia Hotel,549,290270
Paid Reservation,SBE1502,Grand Hotel Stockholm,LW1203,Britannia Hotel,2,2060
Paid Reservation,SBE1626,Baur au Lac,LW1203,Britannia Hotel,3,1827
Paid Reservation,SBE9508,Kozmo Hotel Suites & Spa,LW1203,Britannia Hotel,1,642
Paid Reservation,SBE1626,Baur au Lac,LW0427,"Brown's Hotel, a Rocco Forte Hotel",7,29210
Paid Reservation,SBE2177,Palazzo Parigi Hotel & Grand Spa,LW0427,"Brown's Hotel, a Rocco Forte Hotel",1,2998
Paid Reservation,SBE8430,The Merrion Hotel,LW0427,"Brown's Hotel, a Rocco Forte Hotel",1,3219
Paid Reservation,SBE0652,Villa Maia,LW1630,Bürgenstock Hotel & Alpine Spa,1,1835
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW1630,Bürgenstock Hotel & Alpine Spa,2,2797
Paid Reservation,SBE1602,Grand Hotel Les Trois Rois,LW1630,Bürgenstock Hotel & Alpine Spa,1,2586
Paid Reservation,SBE1603,Bellevue Palace Bern,LW1630,Bürgenstock Hotel & Alpine Spa,2,3111
Paid Reservation,SBE1607,Victoria-Jungfrau Grand Hotel & Spa,LW1630,Bürgenstock Hotel & Alpine Spa,4,4235
Paid Reservation,SBE1612,Le Mirador Resort and Spa,LW1630,Bürgenstock Hotel & Alpine Spa,1,775
Paid Reservation,SBE1618,The Dolder Grand,LW1630,Bürgenstock Hotel & Alpine Spa,1,8033
Paid Reservation,SBE1624,Hotel Schweizerhof Bern & Spa,LW1630,Bürgenstock Hotel & Alpine Spa,2,8102
Paid Reservation,SBE1626,Baur au Lac,LW1630,Bürgenstock Hotel & Alpine Spa,1,8891
Paid Reservation,SBE1643,Park Hotel Vitznau,LW1630,Bürgenstock Hotel & Alpine Spa,1,6189
Paid Reservation,SBE2112,Villa d'Este,LW1630,Bürgenstock Hotel & Alpine Spa,1,1755
Paid Reservation,SBE2208,Borgo Santo Pietro,LW1630,Bürgenstock Hotel & Alpine Spa,3,10192
Paid Reservation,SBE2725,The Newbury Boston,LW1630,Bürgenstock Hotel & Alpine Spa,1,5210
Paid Reservation,SBE1630,Bürgenstock Hotel & Alpine Spa,LW1630,Bürgenstock Hotel & Alpine Spa,0,0
Paid Reservation,SBE2824,Palace Hotel Tokyo,LW1630,Bürgenstock Hotel & Alpine Spa,1,4512
Paid Reservation,SBE1410,Hotel Puente Romano Beach Resort,LW2190,Cala del Porto Resort,1,6721
Paid Reservation,SBE2190,Cala del Porto Resort,LW2190,Cala del Porto Resort,3,5793
Paid Reservation,SBE1303,Hotel Quinta do Lago,LW1443,Camiral Golf & Wellness,1,2284
Paid Reservation,SBE1422,Bahia del Duque,LW1443,Camiral Golf & Wellness,1,792
Paid Reservation,SBE0150,Sport Hotel Hermitage & Spa,LW1450,Cap Vermell Grand Hotel,1,971
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW1450,Cap Vermell Grand Hotel,1,13653
Paid Reservation,SBE1450,Cap Vermell Grand Hotel,LW1450,Cap Vermell Grand Hotel,41,98624
Paid Reservation,SBE1502,Grand Hotel Stockholm,LW1450,Cap Vermell Grand Hotel,2,7240
Paid Reservation,SBE1614,Kulm Hotel St. Moritz,LW1450,Cap Vermell Grand Hotel,2,10269
Paid Reservation,SBE1903,Sandy Lane,LW1450,Cap Vermell Grand Hotel,2,14961
Paid Reservation,SBE3650,Grand Palace Hotel,LW1450,Cap Vermell Grand Hotel,1,631
Paid Reservation,SBE1868,The Datai Langkawi,LW2865,Capella Bangkok,1,1817
Paid Reservation,SBE2855,Soori Bali,LW2818,"Capella Hotel, Singapore",1,754
Paid Reservation,SBE1618,The Dolder Grand,LW2861,"Capella Ubud, Bali",2,5485
Paid Reservation,SBE2112,Villa d'Este,LW2861,"Capella Ubud, Bali",1,1127
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW2150,Capri Palace,2,19820
Paid Reservation,SBE2103,Hassler Roma,LW2201,Capri Tiberio Palace,1,2994
Paid Reservation,SBE2132,Hotel Santa Caterina,LW2201,Capri Tiberio Palace,1,5375
Paid Reservation,SBE2136,Grand Hotel Quisisana,LW2201,Capri Tiberio Palace,1,7826
Paid Reservation,SBE2201,Capri Tiberio Palace,LW2201,Capri Tiberio Palace,16,78611
Paid Reservation,SBE7065,"The Singular Santiago, Lastarria Hotel",LW2201,Capri Tiberio Palace,1,2042
Paid Reservation,SBE0658,Royal Champagne Hotel & Spa,LW2743,Carillon Miami Wellness Resort,2,2283
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW2743,Carillon Miami Wellness Resort,1,4276
Paid Reservation,SBE2103,Hassler Roma,LW2743,Carillon Miami Wellness Resort,1,2847
Paid Reservation,SBE2701,"The Setai, Miami Beach",LW2743,Carillon Miami Wellness Resort,1,3934
Paid Reservation,SBE2743,Carillon Miami Wellness Resort,LW2743,Carillon Miami Wellness Resort,212,461903
Paid Reservation,SBE0902,Hotel Okura Amsterdam,LW1920,Carlisle Bay,1,4700
Paid Reservation,SBE1920,Carlisle Bay,LW1920,Carlisle Bay,40,244574
Paid Reservation,SBE1924,Grace Bay Club,LW1920,Carlisle Bay,1,5985
Paid Reservation,SBE2867,Halekulani Okinawa,LW1920,Carlisle Bay,1,4054
Paid Reservation,SBE7558,Nayara Gardens,LW1920,Carlisle Bay,1,4275
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW1641,Carlton Hotel St. Moritz,1,3235
Paid Reservation,SBE1613,Badrutt's Palace Hotel,LW1641,Carlton Hotel St. Moritz,1,5212
Paid Reservation,SBE2112,Villa d'Este,LW2214,Casa Angelina,1,4523
Paid Reservation,SBE2126,Grand Hotel Excelsior Vittoria,LW2214,Casa Angelina,1,2478
Paid Reservation,SBE2136,Grand Hotel Quisisana,LW2214,Casa Angelina,1,1823
Paid Reservation,SBE2197,J.K. Place Capri,LW2214,Casa Angelina,1,4588
Paid Reservation,SBE2214,Casa Angelina,LW2214,Casa Angelina,81,495015
Paid Reservation,SBE2725,The Newbury Boston,LW2214,Casa Angelina,1,11419
Paid Reservation,SBE2730,The Greenwich Hotel,LW2214,Casa Angelina,1,5367
Paid Reservation,SBE2762,Parker Palm Springs,LW2214,Casa Angelina,1,4831
Paid Reservation,SBE7558,Nayara Gardens,LW2214,Casa Angelina,1,3080
Paid Reservation,SBE0108,Hotel Sacher Wien,LW2215,Casa Baglioni,2,6587
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW2215,Casa Baglioni,1,4712
Paid Reservation,SBE0651,Fauchon L'Hotel - Paris,LW2215,Casa Baglioni,1,1989
Paid Reservation,SBE1311,Bairro Alto Hotel,LW2215,Casa Baglioni,1,907
Paid Reservation,SBE1607,Victoria-Jungfrau Grand Hotel & Spa,LW2215,Casa Baglioni,2,6135
Paid Reservation,SBE1613,Badrutt's Palace Hotel,LW2215,Casa Baglioni,1,2318
Paid Reservation,SBE1776,The Rittenhouse,LW2215,Casa Baglioni,1,2393
Paid Reservation,SBE2172,Principe Forte dei Marmi,LW2215,Casa Baglioni,1,4013
Paid Reservation,SBE2179,Baglioni Hotel Regina,LW2215,Casa Baglioni,1,5109
Paid Reservation,SBE2206,Relais San Maurizio,LW2215,Casa Baglioni,1,1286
Paid Reservation,SBE2215,Casa Baglioni,LW2215,Casa Baglioni,2,7394
Paid Reservation,SBE2758,Malibu Beach Inn,LW2215,Casa Baglioni,1,8678
Paid Reservation,SBE7049,Hotel Fasano Salvador,LW2215,Casa Baglioni,1,2576
Paid Reservation,SBE1776,The Rittenhouse,LW1930,Casa de Campo Resort & Villas,1,1573
Paid Reservation,SBE0658,Royal Champagne Hotel & Spa,LW7544,Casa Polanco,1,2244
Paid Reservation,SBE2178,J.K. Place Roma,LW7544,Casa Polanco,1,818
Paid Reservation,SBE7064,Hotel Casa San Agustin,LW7544,Casa Polanco,1,1117
Paid Reservation,SBE7544,Casa Polanco,LW7544,Casa Polanco,37,82005
Paid Reservation,SBE0644,Casadelmar Hotel,LW0644,Casadelmar Hotel,21,113406
Paid Reservation,SBE0652,Villa Maia,LW0644,Casadelmar Hotel,1,1590
Paid Reservation,SBE0658,Royal Champagne Hotel & Spa,LW2176,Castel Monastero,1,2192
Paid Reservation,SBE1622,Lausanne Palace,LW2176,Castel Monastero,1,850
Paid Reservation,SBE1903,Sandy Lane,LW2176,Castel Monastero,1,1949
Paid Reservation,SBE2138,"Grand Hotel Majestic ""già Baglioni""",LW2176,Castel Monastero,1,1453
Paid Reservation,SBE2176,Castel Monastero,LW2176,Castel Monastero,10,24626
Paid Reservation,SBE2186,Villa Cora,LW2176,Castel Monastero,2,2748
Paid Reservation,SBE7042,Arakur Ushuaia Resort & Spa,LW2176,Castel Monastero,3,4423
Paid Reservation,SBE1437,Castell Son Claret,LW1437,Castell Son Claret,60,168178
Paid Reservation,SBE1450,Cap Vermell Grand Hotel,LW1437,Castell Son Claret,1,3333
Paid Reservation,SBE1502,Grand Hotel Stockholm,LW1437,Castell Son Claret,1,2045
Paid Reservation,SBE2208,Borgo Santo Pietro,LW1437,Castell Son Claret,1,1337
Paid Reservation,SBE2710,Acqualina Resort & Residences on the Beach,LW1437,Castell Son Claret,1,6340
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW2202,Castello di Velona,1,2702
Paid Reservation,SBE2112,Villa d'Este,LW2202,Castello di Velona,2,2969
Paid Reservation,SBE2114,Grand Hotel et de Milan,LW2202,Castello di Velona,1,1399
Paid Reservation,SBE2208,Borgo Santo Pietro,LW2202,Castello di Velona,1,2228
Paid Reservation,SBE2210,ARIA Retreat & SPA,LW2202,Castello di Velona,1,1329
Paid Reservation,SBE7080,Cayena - Caracas,LW7080,Cayena - Caracas,21,26164
Paid Reservation,SBE0902,Hotel Okura Amsterdam,LW7537,Chable Maroma,1,2157
Paid Reservation,SBE1929,Silversands Grenada,LW7537,Chable Maroma,1,10148
Paid Reservation,SBE7537,Chable Maroma,LW7537,Chable Maroma,43,150381
Paid Reservation,SBE7538,Chable Yucatan,LW7537,Chable Maroma,7,30442
Paid Reservation,SBE7558,Nayara Gardens,LW7537,Chable Maroma,1,3112
Paid Reservation,SBE7538,Chable Yucatan,LW7538,Chable Yucatan,68,265811
Paid Reservation,SBE7556,Nayara Tented Camp,LW7538,Chable Yucatan,2,8006
Paid Reservation,SBE1608,Beau-Rivage Palace,LW1640,Chalet RoyAlp Hotel & Spa,1,398
Paid Reservation,SBE1635,Hotel des Trois Couronnes,LW1640,Chalet RoyAlp Hotel & Spa,2,770
Paid Reservation,SBE1640,Chalet RoyAlp Hotel & Spa,LW1640,Chalet RoyAlp Hotel & Spa,93,136141
Paid Reservation,SBE2701,"The Setai, Miami Beach",LW1640,Chalet RoyAlp Hotel & Spa,1,348
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW3100,Ciragan Palace Hotel Kempinski Istanbul,1,476
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW3100,Ciragan Palace Hotel Kempinski Istanbul,1,6288
Paid Reservation,SBE0722,Colombi Hotel,LW0722,Colombi Hotel,29,21466
Paid Reservation,SBE1608,Beau-Rivage Palace,LW0722,Colombi Hotel,1,518
Paid Reservation,SBE1618,The Dolder Grand,LW0722,Colombi Hotel,1,254
Paid Reservation,SBE1622,Lausanne Palace,LW0722,Colombi Hotel,1,444
Paid Reservation,SBE1626,Baur au Lac,LW0722,Colombi Hotel,2,933
Paid Reservation,SBE2175,Lido Palace,LW0722,Colombi Hotel,1,352
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW6026,Constance Prince Maurice,1,1834
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW7016,Country Club Lima Hotel,2,2494
Paid Reservation,SBE0108,Hotel Sacher Wien,LW7016,Country Club Lima Hotel,1,251
Paid Reservation,SBE1502,Grand Hotel Stockholm,LW7016,Country Club Lima Hotel,1,197
Paid Reservation,SBE2725,The Newbury Boston,LW7016,Country Club Lima Hotel,1,540
Paid Reservation,SBE7016,Country Club Lima Hotel,LW7016,Country Club Lima Hotel,21,18971
Paid Reservation,SBE7064,Hotel Casa San Agustin,LW7016,Country Club Lima Hotel,1,301
Paid Reservation,SBE2112,Villa d'Este,LW3105,D Maris Bay,3,5410
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW5001,Dan Tel Aviv,4,5300
Paid Reservation,SBE0807,Danai Beach Resort & Villas,LW0807,Danai Beach Resort & Villas,20,157510
Paid Reservation,SBE1306,Vila Vita Parc,LW0807,Danai Beach Resort & Villas,1,3318
Paid Reservation,SBE2132,Hotel Santa Caterina,LW0807,Danai Beach Resort & Villas,1,5445
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW0301,d'Angleterre,2,27843
Paid Reservation,SBE0108,Hotel Sacher Wien,LW0301,d'Angleterre,1,5290
Paid Reservation,SBE0301,d'Angleterre,LW0301,d'Angleterre,285,805143
Paid Reservation,SBE0351,Hotel Kämp,LW0301,d'Angleterre,4,4707
Paid Reservation,SBE0815,Katikies Santorini,LW0301,d'Angleterre,1,3760
Paid Reservation,SBE0821,Lesante Blu Exclusive Beach Resort,LW0301,d'Angleterre,1,1202
Paid Reservation,SBE1202,Hotel Continental,LW0301,d'Angleterre,2,4623
Paid Reservation,SBE1203,Britannia Hotel,LW0301,d'Angleterre,3,19430
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW0301,d'Angleterre,1,2056
Paid Reservation,SBE1410,Hotel Puente Romano Beach Resort,LW0301,d'Angleterre,1,1274
Paid Reservation,SBE1502,Grand Hotel Stockholm,LW0301,d'Angleterre,10,37643
Paid Reservation,SBE1626,Baur au Lac,LW0301,d'Angleterre,6,7556
Paid Reservation,SBE1868,The Datai Langkawi,LW0301,d'Angleterre,1,1305
Paid Reservation,SBE2177,Palazzo Parigi Hotel & Grand Spa,LW0301,d'Angleterre,1,15587
Paid Reservation,SBE2208,Borgo Santo Pietro,LW0301,d'Angleterre,2,4654
Paid Reservation,SBE2713,The Kahala Hotel & Resort,LW0301,d'Angleterre,1,2718
Paid Reservation,SBE2730,The Greenwich Hotel,LW0301,d'Angleterre,3,16827
Paid Reservation,SBE2748,San Ysidro Ranch,LW0301,d'Angleterre,1,4006
Paid Reservation,SBE2766,Nobu Hotel Chicago,LW0301,d'Angleterre,2,3070
Paid Reservation,SBE9520,Square Nine Hotel Belgrade,LW0301,d'Angleterre,2,2534
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW2120,Due Torri Hotel,2,2635
Paid Reservation,SBE0108,Hotel Sacher Wien,LW2120,Due Torri Hotel,1,587
Paid Reservation,SBE0117,Palais Coburg Residenz,LW2120,Due Torri Hotel,1,544
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW2120,Due Torri Hotel,1,600
Paid Reservation,SBE0351,Hotel Kämp,LW2120,Due Torri Hotel,1,1201
Paid Reservation,SBE0644,Casadelmar Hotel,LW2120,Due Torri Hotel,1,986
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW2120,Due Torri Hotel,2,1220
Paid Reservation,SBE1422,Bahia del Duque,LW2120,Due Torri Hotel,1,945
Paid Reservation,SBE1616,Suvretta House,LW2120,Due Torri Hotel,1,490
Paid Reservation,SBE1622,Lausanne Palace,LW2120,Due Torri Hotel,2,2449
Paid Reservation,SBE1626,Baur au Lac,LW2120,Due Torri Hotel,2,1940
Paid Reservation,SBE2112,Villa d'Este,LW2120,Due Torri Hotel,2,1289
Paid Reservation,SBE2120,Due Torri Hotel,LW2120,Due Torri Hotel,63,107621
Paid Reservation,SBE2131,Villa La Massa,LW2120,Due Torri Hotel,1,2929
Paid Reservation,SBE2138,"Grand Hotel Majestic ""già Baglioni""",LW2120,Due Torri Hotel,3,4878
Paid Reservation,SBE2176,Castel Monastero,LW2120,Due Torri Hotel,1,1663
Paid Reservation,SBE2189,The Phoenicia,LW2120,Due Torri Hotel,4,6049
Paid Reservation,SBE2824,Palace Hotel Tokyo,LW2120,Due Torri Hotel,1,5108
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW1401,"El Palace, Barcelona",1,2437
Paid Reservation,SBE1437,Castell Son Claret,LW1401,"El Palace, Barcelona",1,2803
Paid Reservation,SBE2103,Hassler Roma,LW1401,"El Palace, Barcelona",2,2869
Paid Reservation,SBE2860,Emerald Maldives Resort & Spa,LW2876,Emerald Faarufushi Resort & Spa,1,5752
Paid Reservation,SBE2860,Emerald Maldives Resort & Spa,LW2860,Emerald Maldives Resort & Spa,37,260645
Paid Reservation,SBE3151,Sun Gardens Dubrovnik,LW2860,Emerald Maldives Resort & Spa,2,4460
Paid Reservation,SBE2860,Emerald Maldives Resort & Spa,LW6078,Emerald Zanzibar Resort & Spa,3,7184
Paid Reservation,SBE6078,Emerald Zanzibar Resort & Spa,LW6078,Emerald Zanzibar Resort & Spa,88,196418
Paid Reservation,SBE0250,Le Royal Hotels & Resorts,LW1446,Es Princep,1,1748
Paid Reservation,SBE0301,d'Angleterre,LW1446,Es Princep,1,1351
Paid Reservation,SBE0902,Hotel Okura Amsterdam,LW1446,Es Princep,2,4389
Paid Reservation,SBE1203,Britannia Hotel,LW1446,Es Princep,1,941
Paid Reservation,SBE1306,Vila Vita Parc,LW1446,Es Princep,1,1134
Paid Reservation,SBE1446,Es Princep,LW1446,Es Princep,104,157187
Paid Reservation,SBE1450,Cap Vermell Grand Hotel,LW1446,Es Princep,1,290
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW1446,Es Princep,1,2554
Paid Reservation,SBE1741,The Hay-Adams,LW1446,Es Princep,1,2125
Paid Reservation,SBE6072,La Badira,LW1446,Es Princep,1,393
Paid Reservation,SBE2770,"Espacio, The Jewel of Waikiki",LW2770,"Espacio, The Jewel of Waikiki",4,53450
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW0703,Excelsior Hotel Ernst,4,1152
Paid Reservation,SBE0108,Hotel Sacher Wien,LW0703,Excelsior Hotel Ernst,4,2010
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW0703,Excelsior Hotel Ernst,2,835
Paid Reservation,SBE0351,Hotel Kämp,LW0703,Excelsior Hotel Ernst,1,721
Paid Reservation,SBE0624,Hotel Royal-Riviera,LW0703,Excelsior Hotel Ernst,1,1605
Paid Reservation,SBE0651,Fauchon L'Hotel - Paris,LW0703,Excelsior Hotel Ernst,5,4990
Paid Reservation,SBE0658,Royal Champagne Hotel & Spa,LW0703,Excelsior Hotel Ernst,1,660
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW0703,Excelsior Hotel Ernst,271,280722
Paid Reservation,SBE0821,Lesante Blu Exclusive Beach Resort,LW0703,Excelsior Hotel Ernst,1,437
Paid Reservation,SBE0902,Hotel Okura Amsterdam,LW0703,Excelsior Hotel Ernst,3,1294
Paid Reservation,SBE1603,Bellevue Palace Bern,LW0703,Excelsior Hotel Ernst,1,801
Paid Reservation,SBE1607,Victoria-Jungfrau Grand Hotel & Spa,LW0703,Excelsior Hotel Ernst,1,428
Paid Reservation,SBE1608,Beau-Rivage Palace,LW0703,Excelsior Hotel Ernst,1,1155
Paid Reservation,SBE1612,Le Mirador Resort and Spa,LW0703,Excelsior Hotel Ernst,1,2539
Paid Reservation,SBE1626,Baur au Lac,LW0703,Excelsior Hotel Ernst,2,2698
Paid Reservation,SBE2103,Hassler Roma,LW0703,Excelsior Hotel Ernst,1,661
Paid Reservation,SBE2131,Villa La Massa,LW0703,Excelsior Hotel Ernst,1,791
Paid Reservation,SBE2725,The Newbury Boston,LW0703,Excelsior Hotel Ernst,1,401
Paid Reservation,SBE2758,Malibu Beach Inn,LW0703,Excelsior Hotel Ernst,2,1667
Paid Reservation,SBE3055,The Grand Mark Prague,LW0703,Excelsior Hotel Ernst,1,788
Paid Reservation,SBE2701,"The Setai, Miami Beach",LW2736,Faena Hotel Miami Beach,1,3360
Paid Reservation,SBE2710,Acqualina Resort & Residences on the Beach,LW2736,Faena Hotel Miami Beach,3,10405
Paid Reservation,SBE0103,Hotel Sacher Salzburg,LW0116,Falkensteiner Schlosshotel Velden,3,7027
Paid Reservation,SBE0108,Hotel Sacher Wien,LW0116,Falkensteiner Schlosshotel Velden,5,8528
Paid Reservation,SBE0110,Hotel Weisses Rössl Kitzbühel,LW0116,Falkensteiner Schlosshotel Velden,2,2922
Paid Reservation,SBE0902,Hotel Okura Amsterdam,LW0116,Falkensteiner Schlosshotel Velden,1,3107
Paid Reservation,SBE1601,Grand Resort Bad Ragaz,LW0116,Falkensteiner Schlosshotel Velden,2,12306
Paid Reservation,SBE1616,Suvretta House,LW0116,Falkensteiner Schlosshotel Velden,2,1265
Paid Reservation,SBE2112,Villa d'Este,LW0116,Falkensteiner Schlosshotel Velden,1,493
Paid Reservation,SBE2713,The Kahala Hotel & Resort,LW0116,Falkensteiner Schlosshotel Velden,1,1954
Paid Reservation,SBE0609,Hotel Royal - Evian Resort,LW2872,Fauchon Hotel Kyoto,1,1786
Paid Reservation,SBE2015,Le Mount Stephen,LW2872,Fauchon Hotel Kyoto,1,771
Paid Reservation,SBE2112,Villa d'Este,LW2872,Fauchon Hotel Kyoto,1,2494
Paid Reservation,SBE0108,Hotel Sacher Wien,LW0651,Fauchon L'Hotel - Paris,1,1288
Paid Reservation,SBE0205,Botanic Sanctuary Antwerp,LW0651,Fauchon L'Hotel - Paris,1,993
Paid Reservation,SBE0651,Fauchon L'Hotel - Paris,LW0651,Fauchon L'Hotel - Paris,79,226055
Paid Reservation,SBE0658,Royal Champagne Hotel & Spa,LW0651,Fauchon L'Hotel - Paris,1,3777
Paid Reservation,SBE0703,Excelsior Hotel Ernst,LW0651,Fauchon L'Hotel - Paris,1,2650
Paid Reservation,SBE1203,Britannia Hotel,LW0651,Fauchon L'Hotel - Paris,1,6413
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW0651,Fauchon L'Hotel - Paris,3,8532
Paid Reservation,SBE1607,Victoria-Jungfrau Grand Hotel & Spa,LW0651,Fauchon L'Hotel - Paris,1,680
Paid Reservation,SBE1608,Beau-Rivage Palace,LW0651,Fauchon L'Hotel - Paris,1,2177
Paid Reservation,SBE1616,Suvretta House,LW0651,Fauchon L'Hotel - Paris,2,3312
Paid Reservation,SBE1622,Lausanne Palace,LW0651,Fauchon L'Hotel - Paris,1,5483
Paid Reservation,SBE1626,Baur au Lac,LW0651,Fauchon L'Hotel - Paris,2,13343
Paid Reservation,SBE2125,Le Sirenuse,LW0651,Fauchon L'Hotel - Paris,1,3799
Paid Reservation,SBE2178,J.K. Place Roma,LW0651,Fauchon L'Hotel - Paris,2,7697
Paid Reservation,SBE2750,Mr. C Beverly Hills,LW0651,Fauchon L'Hotel - Paris,1,2126
Paid Reservation,SBE2758,Malibu Beach Inn,LW0651,Fauchon L'Hotel - Paris,2,8257
Paid Reservation,SBE2157,Terme di Saturnia Natural SPA & Golf Resort,LW2155,Fonteverde,1,421
Paid Reservation,SBE0108,Hotel Sacher Wien,LW1924,Grace Bay Club,1,6800
Paid Reservation,SBE1924,Grace Bay Club,LW1924,Grace Bay Club,64,528730
Paid Reservation,SBE1935,Wymara Resort and Villas,LW1924,Grace Bay Club,2,32504
Paid Reservation,SBE1936,Rock House Resort,LW1924,Grace Bay Club,2,9283
Paid Reservation,SBE7558,Nayara Gardens,LW1924,Grace Bay Club,1,20120
Paid Reservation,SBE1311,Bairro Alto Hotel,LW1445,Gran Hotel Ingles,2,4283
Paid Reservation,SBE1409,Marbella Club Hotel Golf Resort & Spa,LW1445,Gran Hotel Ingles,1,1262
Paid Reservation,SBE1445,Gran Hotel Ingles,LW1445,Gran Hotel Ingles,24,50856
Paid Reservation,SBE1741,The Hay-Adams,LW1445,Gran Hotel Ingles,1,3506
